Column1	artists	album_name	track_name	popularity	duration_ms	explicit	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	time_signature	track_genre
67657	Mariah Angeliq	Esto No Se Le Dedica A Cualquiera	Una Noche M?s	0	160933	FALSE	0.759	0.664	5	-4.519	0	0.0517	0.0801	0.0000883	0.0665	0.623	96.992	4	latin
67658	Mariah Angeliq	Frescura y Perreo	Mala De Verdad	0	172826	FALSE	0.785	0.763	11	-3.708	0	0.16	0.129	0.0000154	0.278	0.384	93.977	4	latin
67659	Kevin Roldan	Cl?sicos de ahora: Perreo	PPP	0	129332	FALSE	0.798	0.625	4	-6.83	1	0.13	0.383	0.0000333	0.125	0.774	92.994	4	latin
67660	Kevin Roldan	Reggaeton Mix Perreito	PPP	2	129332	FALSE	0.798	0.625	4	-6.83	1	0.13	0.383	0.0000333	0.125	0.774	92.994	4	latin
67661	Mariah Angeliq;Lele Pons	Perreo Tenebroso Vol. 2	Sucio Y Lento	0	222386	FALSE	0.717	0.758	5	-2.367	0	0.0718	0.37	0.000303	0.0861	0.96	175.951	4	latin
67662	Kevin Roldan	El perreo es el futuro	PPP	0	129332	FALSE	0.798	0.625	4	-6.83	1	0.13	0.383	0.0000333	0.125	0.774	92.994	4	latin
67663	Kevin Roldan	Halloween con perreito	PPP	0	129332	FALSE	0.798	0.625	4	-6.83	1	0.13	0.383	0.0000333	0.125	0.774	92.994	4	latin
67664	Mariah Angeliq	Cl?sicos de ahora: Perreo	Perreito	0	123680	TRUE	0.737	0.607	0	-3.599	1	0.0835	0.194	0.11	0.132	0.528	179.957	4	latin
67665	Mariah Angeliq;Guaynaa	B?jale como 7500	Taxi	0	173653	FALSE	0.727	0.796	7	-3.918	0	0.125	0.0627	0	0.166	0.701	180.069	4	latin
67666	Mariah Angeliq	Halloween con perreito	Perreito	0	123680	TRUE	0.737	0.607	0	-3.599	1	0.0835	0.194	0.11	0.132	0.528	179.957	4	latin
67667	Alvaro Soler;Nico Santos	Mega Hits Autumn/Fall 2022	Candela	1	147720	FALSE	0.652	0.77	11	-4.367	0	0.0768	0.0243	0	0.351	0.691	107.977	4	latin
67668	Kevin Roldan	Perreo Tenebroso Vol. 5	BB	0	125840	FALSE	0.782	0.616	7	-3.399	1	0.102	0.00812	0.00000954	0.259	0.888	171.841	4	latin
67669	Mariah Angeliq	Reggeaton Imperdible	Perreito	0	123680	TRUE	0.737	0.607	0	-3.599	1	0.0835	0.194	0.11	0.132	0.528	179.957	4	latin
67670	Kevin Roldan	Esto me suena a Farra	PPP	0	129332	FALSE	0.798	0.625	4	-6.83	1	0.13	0.383	0.0000333	0.125	0.774	92.994	4	latin
67671	Kevin Roldan	Feliz Cumplea?os con Perreo	PPP	0	129332	FALSE	0.798	0.625	4	-6.83	1	0.13	0.383	0.0000333	0.125	0.774	92.994	4	latin
67672	Kevin Roldan;Bryant Myers;Lyanno	Perreo Tenebroso Vol. 5	Hasta Abajo	0	229826	FALSE	0.714	0.671	5	-5.119	1	0.362	0.292	0	0.325	0.641	169.727	4	latin
67673	Mariah Angeliq	Noche de Halloween Latino	La T?xica	1	171280	TRUE	0.536	0.723	6	-4.761	0	0.268	0.0149	0.0000778	0.0952	0.724	91.761	4	latin
67674	Kevin Roldan	FELIZ CUMPLEA?OS	PPP	0	129332	FALSE	0.798	0.625	4	-6.83	1	0.13	0.383	0.0000333	0.125	0.774	92.994	4	latin
67675	Kevin Roldan	Frescura y Perreo	PPP	0	129332	FALSE	0.798	0.625	4	-6.83	1	0.13	0.383	0.0000333	0.125	0.774	92.994	4	latin
67676	Kevin Roldan	Reggeaton Imperdible	PPP	0	129332	FALSE	0.798	0.625	4	-6.83	1	0.13	0.383	0.0000333	0.125	0.774	92.994	4	latin
67677	Alvaro Soler	Tutti in piscina Canzoni per bambini	Sofia	1	209733	FALSE	0.689	0.711	2	-6.077	1	0.0316	0.0732	0	0.13	0.914	128.005	4	latin
67678	Kevin Roldan;Bryant Myers;Lyanno	Halloween 2022 Perreo Vol. 1	Hasta Abajo	0	229826	FALSE	0.714	0.671	5	-5.119	1	0.362	0.292	0	0.325	0.641	169.727	4	latin
67679	Mariah Angeliq;Arcangel;Darell	?ltima Misi?n Reggaeton	Perreito - Remix	0	213333	FALSE	0.792	0.703	0	-3.057	1	0.256	0.283	0.000164	0.319	0.726	180.032	4	latin
67680	Kevin Roldan;Bryant Myers;Lyanno	Halloween con perreito	Hasta Abajo	0	229826	FALSE	0.714	0.671	5	-5.119	1	0.362	0.292	0	0.325	0.641	169.727	4	latin
67681	Kevin Roldan;Bryant Myers;Lyanno	Esto No Se Le Dedica A Cualquiera	Hasta Abajo	0	229826	FALSE	0.714	0.671	5	-5.119	1	0.362	0.292	0	0.325	0.641	169.727	4	latin
67682	Kevin Roldan	Perreo en Halloween	PPP	1	129332	FALSE	0.798	0.625	4	-6.83	1	0.13	0.383	0.0000333	0.125	0.774	92.994	4	latin
67683	Juan Mag?n	Queda poco para la PAES 2.0	Verano Azul	0	190560	FALSE	0.887	0.87	2	-5.267	1	0.119	0.0143	0	0.015	0.837	126.047	4	latin
67684	Kevin Roldan;Bryant Myers;Lyanno	Perreo en Halloween	Hasta Abajo	0	229826	FALSE	0.714	0.671	5	-5.119	1	0.362	0.292	0	0.325	0.641	169.727	4	latin
67685	Alvaro Soler	10's Music Grandi Successi	Sofia	2	209733	FALSE	0.689	0.711	2	-6.077	1	0.0316	0.0732	0	0.13	0.914	128.005	4	latin
67686	Alvaro Soler;Nico Santos	Arbeitsmusik Herbst/Winter 2022/2023	Candela	0	147720	FALSE	0.652	0.77	11	-4.367	0	0.0768	0.0243	0	0.351	0.691	107.977	4	latin
67687	Alvaro Soler	Tutti in piscina Canzoni per bambini	El Mismo Sol	1	179640	FALSE	0.733	0.829	8	-5.264	0	0.0468	0.159	0.00000234	0.0831	0.975	112.995	4	latin
67688	Alvaro Soler;Topic;Noel Holler	EDM Gaming Music Autumn/Winter 2022	Solo Para Ti - Noel Holler Remix	0	172128	FALSE	0.669	0.92	1	-5.913	1	0.0456	0.0602	0.0939	0.286	0.137	126.044	4	latin
67689	Alvaro Soler;Don Lore V	"Latin Dancefloor Monsters, Vol. 2"	El Mismo Sol - Radio Edit	0	177644	FALSE	0.827	0.866	8	-3.526	0	0.0526	0.0836	0	0.0755	0.969	112.979	4	latin
67690	Alvaro Soler	10's Music Grandi Successi	La Cintura	1	205200	FALSE	0.707	0.843	6	-4.036	0	0.0779	0.0268	0	0.374	0.766	100.021	4	latin
67691	Alvaro Soler	Tutti in piscina Canzoni per bambini	La Cintura	0	205200	FALSE	0.707	0.843	6	-4.036	0	0.0779	0.0268	0	0.374	0.766	100.021	4	latin
67692	Alvaro Soler;Jennifer Lopez	10's Music Grandi Successi	El Mismo Sol	3	188106	FALSE	0.713	0.88	8	-4.807	0	0.0552	0.0498	0.00000411	0.0762	0.936	112.998	4	latin
67693	Kevin Roldan;Bryant Myers;Lyanno	Noche de Halloween Latino	Hasta Abajo	1	229826	FALSE	0.714	0.671	5	-5.119	1	0.362	0.292	0	0.325	0.641	169.727	4	latin
67694	Alvaro Soler;Topic	Arbeitsmusik Herbst/Winter 2022/2023	Solo Para Ti	0	198106	FALSE	0.721	0.806	5	-6.279	0	0.0549	0.146	0.000319	0.341	0.753	120.038	4	latin
67695	Kevin Roldan	Fiesta portatil	PPP	0	129332	FALSE	0.798	0.625	4	-6.83	1	0.13	0.383	0.0000333	0.125	0.774	92.994	4	latin
67696	Kevin Roldan;Wisin	Queda poco para la PAES 2.0	Deseo	0	219853	FALSE	0.708	0.788	1	-3.745	1	0.122	0.119	0.0000151	0.0543	0.697	178.039	4	latin
67697	Alvaro Soler	Regageton Para Ni?os	La Cintura	0	205200	FALSE	0.707	0.843	6	-4.036	0	0.0779	0.0268	0	0.374	0.766	100.021	4	latin
67698	Kevin Roldan;Wisin	Fiesta Reggaeton 2010s	Deseo	1	219853	FALSE	0.708	0.788	1	-3.745	1	0.122	0.119	0.0000151	0.0543	0.697	178.039	4	latin
67699	Kevin Roldan	Hora del taco sin auto	Mamasita	0	151986	FALSE	0.81	0.717	10	-3.92	0	0.132	0.0182	0.00148	0.105	0.687	95.08	4	latin
67700	Bad Bunny	Un Verano Sin Ti	Neverita	93	173119	FALSE	0.876	0.498	10	-7.511	1	0.0478	0.0706	0	0.143	0.428	122.016	4	latin
67701	Nelly Furtado;Timbaland	Loose	Promiscuous	82	242293	FALSE	0.808	0.97	10	-6.098	0	0.0506	0.0569	0.0000613	0.154	0.868	114.328	4	latin
67702	Enrique Iglesias	SEX AND LOVE (Deluxe)	Heart Attack	45	170146	FALSE	0.553	0.892	4	-4.039	1	0.0667	0.0639	0	0.426	0.479	77.01	4	latin
67703	Alvaro Diaz;Feid;Tainy	FELIZ CUMPLEA?OS	Llori Pari	1	215026	FALSE	0.602	0.573	5	-7.388	1	0.0518	0.282	0	0.0854	0.319	174.048	4	latin
67704	Luis Fonsi;Daddy Yankee	Despacito (Featuring Daddy Yankee)	Despacito (Featuring Daddy Yankee)	61	228200	FALSE	0.659	0.802	2	-4.79	1	0.148	0.208	0	0.123	0.863	177.936	4	latin
67705	Alvaro Diaz;Feid;Tainy	Reggaeton Mix Perreito	Llori Pari	0	215026	FALSE	0.602	0.573	5	-7.388	1	0.0518	0.282	0	0.0854	0.319	174.048	4	latin
67706	Alvaro Diaz;Rauw Alejandro	FELIZ CUMPLEA?OS	Problem?n	0	193013	FALSE	0.729	0.737	2	-3.727	0	0.064	0.275	0.00000758	0.137	0.369	91.99	4	latin
67707	Alvaro Diaz	Alternativo diferente latino	LENTITO	0	203546	FALSE	0.584	0.803	1	-4.953	1	0.273	0.0392	0.0000471	0.0973	0.339	108.049	4	latin
67708	RBD;Anah?;Dulce Mar?a;Maite Perroni;Christian Ch?vez;Christopher von Uckermann;Alfonso Herrera	Halloween 2022 Pop Vol. 4	S?lvame	0	225253	FALSE	0.399	0.655	6	-6.262	1	0.0247	0.042	0.0000031	0.067	0.252	74.241	4	latin
67709	Mariah Angeliq;?engo Flow	Feliz Cumplea?os con Perreo	T?came	0	225093	TRUE	0.719	0.571	7	-8.202	0	0.169	0.0589	0.00000298	0.132	0.206	119.939	4	latin
67710	Alvaro Diaz;Rauw Alejandro	Noche de Halloween Latino	Problem?n	1	193013	FALSE	0.729	0.737	2	-3.727	0	0.064	0.275	0.00000758	0.137	0.369	91.99	4	latin
67711	Alvaro Diaz	Alternativo diferente latino	Ramona Flowers	0	181240	FALSE	0.665	0.769	0	-6.532	1	0.0275	0.0776	0.00000684	0.0754	0.76	138.001	4	latin
67712	Alvaro Diaz;Rauw Alejandro	?ltima Misi?n Reggaeton	Problem?n	0	193013	FALSE	0.729	0.737	2	-3.727	0	0.064	0.275	0.00000758	0.137	0.369	91.99	4	latin
67713	Mariah Angeliq;Bad Gyal;Maria Becerra	Reggeaton Imperdible	BOBO	2	224760	TRUE	0.714	0.818	8	-6.016	0	0.0532	0.0724	0	0.115	0.541	92.004	4	latin
67714	Mariah Angeliq	FELIZ CUMPLEA?OS	La T?xica	0	171280	TRUE	0.536	0.723	6	-4.761	0	0.268	0.0149	0.0000778	0.0952	0.724	91.761	4	latin
67715	Mariah Angeliq;Casper Magico	Halloween 2022 Perreo Vol. 4	Lo Prohibido	0	202560	FALSE	0.83	0.679	8	-3.519	0	0.143	0.137	0.0000778	0.0905	0.213	95.003	4	latin
67716	Mariah Angeliq	Ya huele a bu?uelos	Last Christmas	0	217893	FALSE	0.745	0.812	0	-5.77	1	0.0254	0.0954	0	0.0473	0.968	112.026	4	latin
67717	Mariah Angeliq;Bad Gyal;Maria Becerra	Frescura y Perreo	BOBO	0	224760	TRUE	0.714	0.818	8	-6.016	0	0.0532	0.0724	0	0.115	0.541	92.004	4	latin
67718	Mariah Angeliq	Halloween 2022 Perreo Vol. 5	Mi?nteme	0	211693	FALSE	0.696	0.82	8	-4.511	0	0.127	0.0712	0	0.132	0.43	100.064	4	latin
67719	Mariah Angeliq;Guaynaa	Cl?sicos de ahora: Perreo	Taxi	0	173653	FALSE	0.727	0.796	7	-3.918	0	0.125	0.0627	0	0.166	0.701	180.069	4	latin
67720	Mariah Angeliq;Bad Gyal;Maria Becerra	Feliz Cumplea?os con Perreo	BOBO	0	224760	TRUE	0.714	0.818	8	-6.016	0	0.0532	0.0724	0	0.115	0.541	92.004	4	latin
67721	Mariah Angeliq	Feliz Cumplea?os con Perreo	Diablita	0	148346	FALSE	0.808	0.749	0	-3.524	0	0.0793	0.285	0.000765	0.152	0.546	100.018	4	latin
67722	Mariah Angeliq;Casper Magico	El perreo es el futuro	Lo Prohibido	0	202560	FALSE	0.83	0.679	8	-3.519	0	0.143	0.137	0.0000778	0.0905	0.213	95.003	4	latin
67723	Thalia	Top Trending Romania - Vara 2022	Marimar	0	203040	FALSE	0.702	0.768	10	-5.58	0	0.057	0.715	0.000013	0.0684	0.817	101.091	4	latin
67724	Mariah Angeliq;Lele Pons	Halloween 2022 Perreo Vol. 3	Sucio Y Lento	0	222386	FALSE	0.717	0.758	5	-2.367	0	0.0718	0.37	0.000303	0.0861	0.96	175.951	4	latin
67725	Mariah Angeliq;Guaynaa	Halloween 2022 Perreo Vol. 1	Taxi	0	173653	FALSE	0.727	0.796	7	-3.918	0	0.125	0.0627	0	0.166	0.701	180.069	4	latin
67726	Mariah Angeliq	Perreo Tenebroso Vol. 5	Perreito	0	123680	TRUE	0.737	0.607	0	-3.599	1	0.0835	0.194	0.11	0.132	0.528	179.957	4	latin
67727	Mariah Angeliq;Guaynaa	Reggeaton Imperdible	Taxi	1	173653	FALSE	0.727	0.796	7	-3.918	0	0.125	0.0627	0	0.166	0.701	180.069	4	latin
67728	Mariah Angeliq;Lele Pons	Esto me suena a Farra	Sucio Y Lento	0	222386	FALSE	0.717	0.758	5	-2.367	0	0.0718	0.37	0.000303	0.0861	0.96	175.951	4	latin
67729	Lola Indigo;Rauw Alejandro;Lalo Ebratt	Verano en Junio	4 besos	0	232526	FALSE	0.865	0.658	1	-3.035	0	0.0797	0.214	0.00000447	0.0325	0.713	90.012	4	latin
67730	Mariah Angeliq;Lele Pons	Verano en Junio	Sucio Y Lento	0	222386	FALSE	0.717	0.758	5	-2.367	0	0.0718	0.37	0.000303	0.0861	0.96	175.951	4	latin
67731	Mariah Angeliq;Guaynaa	Feliz Cumplea?os con Perreo	Taxi	0	173653	FALSE	0.727	0.796	7	-3.918	0	0.125	0.0627	0	0.166	0.701	180.069	4	latin
67732	Mariah Angeliq	El perreo es el futuro	Perreito	0	123680	TRUE	0.737	0.607	0	-3.599	1	0.0835	0.194	0.11	0.132	0.528	179.957	4	latin
67733	Mariah Angeliq	Frescura y Perreo	Perreito	0	123680	TRUE	0.737	0.607	0	-3.599	1	0.0835	0.194	0.11	0.132	0.528	179.957	4	latin
67734	Mariah Angeliq	Halloween 2022 Perreo Vol. 1	Perreito	0	123680	TRUE	0.737	0.607	0	-3.599	1	0.0835	0.194	0.11	0.132	0.528	179.957	4	latin
67735	Mariah Angeliq	Noche de Halloween Latino	La T?xica	1	171280	TRUE	0.536	0.723	6	-4.761	0	0.268	0.0149	0.0000778	0.0952	0.724	91.761	4	latin
67736	Mariah Angeliq	Perreo en Halloween	Perreito	0	123680	TRUE	0.737	0.607	0	-3.599	1	0.0835	0.194	0.11	0.132	0.528	179.957	4	latin
67737	Mariah Angeliq	Feliz Cumplea?os con Perreo	Perreito	0	123680	TRUE	0.737	0.607	0	-3.599	1	0.0835	0.194	0.11	0.132	0.528	179.957	4	latin
67738	Mariah Angeliq	Esto me suena a Farra	Perreito	0	123680	TRUE	0.737	0.607	0	-3.599	1	0.0835	0.194	0.11	0.132	0.528	179.957	4	latin
67739	RBD;Anah?;Dulce Mar?a;Maite Perroni;Christian Ch?vez;Christopher von Uckermann;Alfonso Herrera	Halloween 2022 Pop Vol. 4	Ser O Parecer	0	211466	FALSE	0.604	0.879	1	-3.747	1	0.141	0.263	0	0.2	0.908	176.056	4	latin
67740	Mariah Angeliq	La navidad es todo aquello que nos hace recordar...	Last Christmas	0	217893	FALSE	0.745	0.812	0	-5.77	1	0.0254	0.0954	0	0.0473	0.968	112.026	4	latin
67741	Mariah Angeliq;Guaynaa	Noche de Halloween Latino	Taxi	0	173653	FALSE	0.727	0.796	7	-3.918	0	0.125	0.0627	0	0.166	0.701	180.069	4	latin
67742	Thalia	Halloween 2022 Pop Vol. 4	Mujer Latina	0	218333	FALSE	0.799	0.966	8	-5.408	0	0.0877	0.17	0.0000217	0.198	0.961	126.839	4	latin
67743	Mariah Angeliq;Arcangel;Darell	Homecoming Latin Party	Perreito - Remix	0	213333	FALSE	0.792	0.703	0	-3.057	1	0.256	0.283	0.000164	0.319	0.726	180.032	4	latin
67744	Thalia	Halloween 2022 Pop Vol. 5	Amarillo Azul	0	234440	FALSE	0.693	0.881	8	-8.491	1	0.0548	0.0298	0.0327	0.0484	0.974	129.025	4	latin
67745	Babas?nicos	tardes tranqui	Como Eran Las Cosas	0	242520	FALSE	0.696	0.448	8	-9.099	1	0.0333	0.452	0.0000243	0.0904	0.569	95.004	4	latin
67746	Dulce Mar?a	Halloween 2022 Pop Vol. 1	Inevitable	0	188986	FALSE	0.695	0.884	10	-6.123	1	0.0878	0.156	0.0000163	0.126	0.717	128.038	4	latin
67747	Thalia	Halloween 2022 Pop Vol. 1	Fuego Cruzado	0	276853	FALSE	0.704	0.702	0	-6.661	0	0.0357	0.178	0	0.311	0.579	122.073	4	latin
67748	Thalia	Halloween 2022 Pop Vol. 1	A Quien Le Importa	0	225840	FALSE	0.709	0.929	2	-4.13	1	0.0337	0.0399	0.00000392	0.338	0.8	130.991	4	latin
67749	Babas?nicos	noches de lluvia	Como Eran Las Cosas	0	242520	FALSE	0.696	0.448	8	-9.099	1	0.0333	0.452	0.0000243	0.0904	0.569	95.004	4	latin
67750	Enrique Iglesias;Pitbull	Euphoria	I Like It	64	231373	FALSE	0.648	0.942	10	-2.881	0	0.0878	0.021	0	0.0594	0.73	129.007	4	latin
67751	Shakira;Maluma	El Dorado	Chantaje (feat. Maluma)	76	195840	FALSE	0.852	0.773	8	-2.921	0	0.0776	0.187	0.0000305	0.159	0.907	102.034	4	latin
67752	Farruko	Viaje	Viaje	70	303626	TRUE	0.705	0.799	0	-4.776	0	0.0347	0.0357	0.417	0.0643	0.658	122.018	4	latin
67753	Alvaro Diaz	El perreo es el futuro	LENTITO	0	203546	FALSE	0.584	0.803	1	-4.953	1	0.273	0.0392	0.0000471	0.0973	0.339	108.049	4	latin
67754	Alvaro Diaz	Verano en Junio	LENTITO	0	203546	FALSE	0.584	0.803	1	-4.953	1	0.273	0.0392	0.0000471	0.0973	0.339	108.049	4	latin
67755	Alvaro Diaz	Homecoming Latin Party	LENTITO	0	203546	FALSE	0.584	0.803	1	-4.953	1	0.273	0.0392	0.0000471	0.0973	0.339	108.049	4	latin
67756	Alvaro Diaz	Noche de Halloween Latino	Brilloteo	1	258560	FALSE	0.718	0.735	1	-4.854	1	0.0369	0.0917	0	0.188	0.4	109.999	4	latin
67757	Alvaro Diaz;Rauw Alejandro	Noche de Halloween Latino	Problem?n	1	193013	FALSE	0.729	0.737	2	-3.727	0	0.064	0.275	0.00000758	0.137	0.369	91.99	4	latin
67758	Alejo;Feid;ROBI	Frescura y Perreo	Pantysito	0	240413	TRUE	0.83	0.739	7	-5.395	0	0.0627	0.136	0.00000211	0.162	0.631	97.993	4	latin
67759	Alejo;Feid;ROBI	FELIZ CUMPLEA?OS	Pantysito	0	240413	TRUE	0.83	0.739	7	-5.395	0	0.0627	0.136	0.00000211	0.162	0.631	97.993	4	latin
67760	Alejo;Feid;ROBI	Reggaeton Mix Perreito	Pantysito	0	240413	TRUE	0.83	0.739	7	-5.395	0	0.0627	0.136	0.00000211	0.162	0.631	97.993	4	latin
67761	Alejo;Feid;ROBI	Perreo en Halloween	Pantysito	4	240413	TRUE	0.83	0.739	7	-5.395	0	0.0627	0.136	0.00000211	0.162	0.631	97.993	4	latin
67762	Alejo;Feid;ROBI	Cl?sicos de ahora: Perreo	Pantysito	0	240413	TRUE	0.83	0.739	7	-5.395	0	0.0627	0.136	0.00000211	0.162	0.631	97.993	4	latin
67763	Alejo;Feid;ROBI	Feliz Cumplea?os con Perreo	Pantysito	1	240413	TRUE	0.83	0.739	7	-5.395	0	0.0627	0.136	0.00000211	0.162	0.631	97.993	4	latin
67764	Alejo;Feid;ROBI	Esto me suena a Farra	Pantysito	0	240413	TRUE	0.83	0.739	7	-5.395	0	0.0627	0.136	0.00000211	0.162	0.631	97.993	4	latin
67765	Alejo;Feid;ROBI	El perreo es el futuro	Pantysito	0	240413	TRUE	0.83	0.739	7	-5.395	0	0.0627	0.136	0.00000211	0.162	0.631	97.993	4	latin
67766	Alejo;Feid;ROBI	Halloween con perreito	Pantysito	0	240413	TRUE	0.83	0.739	7	-5.395	0	0.0627	0.136	0.00000211	0.162	0.631	97.993	4	latin
67767	Alvaro Diaz;Rauw Alejandro	Homecoming Latin Party	Problem?n	0	193013	FALSE	0.729	0.737	2	-3.727	0	0.064	0.275	0.00000758	0.137	0.369	91.99	4	latin
67768	J Alvarez;Sak Luke;DJ Valdi	Canciones de Regueton	Loka Loka	0	210093	FALSE	0.775	0.794	0	-4.167	0	0.0486	0.162	0	0.337	0.84	94.018	4	latin
67769	Lola Indigo;Maria Becerra	Cl?sicos de ahora: Perreo	DISCOTEKA	0	174801	FALSE	0.795	0.854	0	-5.462	1	0.0444	0.162	0.00000121	0.0923	0.549	105.992	4	latin
67770	J Alvarez;Sak Luke;DJ Valdi	Caribe Mix Reggaeton	Loka Loka	0	210093	FALSE	0.775	0.794	0	-4.167	0	0.0486	0.162	0	0.337	0.84	94.018	4	latin
67771	Lola Indigo;Maria Becerra	El perreo es el futuro	DISCOTEKA	0	174801	FALSE	0.795	0.854	0	-5.462	1	0.0444	0.162	0.00000121	0.0923	0.549	105.992	4	latin
67772	Alejo;Feid;ROBI	Fiesta portatil	Pantysito	1	240413	TRUE	0.83	0.739	7	-5.395	0	0.0627	0.136	0.00000211	0.162	0.631	97.993	4	latin
67773	Lola Indigo;Maria Becerra	B?jale como 7500	DISCOTEKA	2	174801	FALSE	0.795	0.854	0	-5.462	1	0.0444	0.162	0.00000121	0.0923	0.549	105.992	4	latin
67774	Alejo;Feid;ROBI	Homecoming Latin Party	Pantysito	0	240413	TRUE	0.83	0.739	7	-5.395	0	0.0627	0.136	0.00000211	0.162	0.631	97.993	4	latin
67775	Lola Indigo;Maria Becerra	Frescura y Perreo	DISCOTEKA	4	174801	FALSE	0.795	0.854	0	-5.462	1	0.0444	0.162	0.00000121	0.0923	0.549	105.992	4	latin
67776	Lola Indigo;Maria Becerra	Reggaeton Mix Perreito	DISCOTEKA	3	174801	FALSE	0.795	0.854	0	-5.462	1	0.0444	0.162	0.00000121	0.0923	0.549	105.992	4	latin
67777	Greeicy	Para entrar en calor	Ganas	0	214413	FALSE	0.735	0.804	0	-2.405	1	0.0979	0.0371	0.000636	0.102	0.725	175.844	4	latin
67778	Lola Indigo;Danna Paola;Denise Rosenthal	Cl?sicos de ahora: Perreo	Santer?a	0	184000	FALSE	0.74	0.892	11	-2.756	0	0.0664	0.025	0	0.188	0.826	105.003	4	latin
67779	Lola Indigo;Maria Becerra	Esto me suena a Farra	DISCOTEKA	0	174801	FALSE	0.795	0.854	0	-5.462	1	0.0444	0.162	0.00000121	0.0923	0.549	105.992	4	latin
67780	Lola Indigo;Danna Paola;Denise Rosenthal	El perreo es el futuro	Santer?a	0	184000	FALSE	0.74	0.892	11	-2.756	0	0.0664	0.025	0	0.188	0.826	105.003	4	latin
67781	Lola Indigo;Mala Rodr?guez	Perreo Tenebroso Vol. 5	Mujer Bruja	0	203773	FALSE	0.773	0.917	10	-2.166	0	0.0629	0.0946	0.000106	0.0885	0.763	105.964	4	latin
67782	Greeicy;Anitta	Perreo Tenebroso Vol. 5	Jacuzzi	0	184106	FALSE	0.821	0.736	0	-4.484	0	0.0669	0.0914	0	0.0542	0.941	93.008	4	latin
67783	Greeicy	Halloween 2022 Perreo Vol. 4	M?s Fuerte	0	184306	FALSE	0.82	0.809	11	-4.319	0	0.0715	0.111	0.000129	0.152	0.553	92.007	4	latin
67784	Greeicy;Anitta	Halloween 2022 Perreo Vol. 1	Jacuzzi	0	184106	FALSE	0.821	0.736	0	-4.484	0	0.0669	0.0914	0	0.0542	0.941	93.008	4	latin
67785	Lola Indigo	B?jale como 7500	Las Solteras	0	150237	FALSE	0.851	0.759	6	-3.08	0	0.0703	0.112	0.000259	0.0697	0.694	119.961	4	latin
67786	Lola Indigo;Danna Paola;Denise Rosenthal	B?jale como 7500	Santer?a	0	184000	FALSE	0.74	0.892	11	-2.756	0	0.0664	0.025	0	0.188	0.826	105.003	4	latin
67787	Greeicy	Verano en Junio	Los Besos	0	202333	FALSE	0.678	0.752	11	-4.242	1	0.212	0.071	0.00000515	0.0963	0.662	167.822	4	latin
67788	Greeicy;Mike Bah?a	Fiesta Reggaeton 2010s	Si Tu Amor No Vuelve	2	201040	FALSE	0.713	0.657	10	-4.088	1	0.0372	0.321	0	0.355	0.813	125.012	4	latin
67789	Greeicy	tardes tranqui	Los Consejos	0	176040	FALSE	0.7	0.534	9	-6.113	1	0.083	0.167	0	0.102	0.368	157.987	4	latin
67790	Greeicy;Nacho	Regageton Para Ni?os	Destino	1	180480	FALSE	0.708	0.76	0	-3.02	1	0.0934	0.0104	0.00000835	0.0462	0.706	188.124	4	latin
67791	Greeicy;Nacho	B?jale como 7500	Destino	0	180480	FALSE	0.708	0.76	0	-3.02	1	0.0934	0.0104	0.00000835	0.0462	0.706	188.124	4	latin
67792	Lola Indigo;TINI;Belinda	Perreo Tenebroso Vol. 2	La Ni?a de la Escuela	0	204414	FALSE	0.707	0.876	1	-1.887	1	0.0787	0.173	0.00000936	0.932	0.853	176.068	4	latin
67793	Greeicy;Mariah Angeliq;Darell;Andr?s Torres;Mauricio Renfigo	Halloween 2022 Perreo Vol. 4	Aguardiente - Remix	0	166666	FALSE	0.744	0.885	6	-3.533	1	0.105	0.0162	0.000543	0.338	0.881	160.04	4	latin
67794	Paulina Rubio	Carrete con besties	Me Quema	0	196540	FALSE	0.748	0.792	9	-3.817	1	0.118	0.0618	0	0.0797	0.686	92.049	4	latin
67795	Lola Indigo;TINI;Belinda	Halloween 2022 Pop Vol. 5	La Ni?a de la Escuela	0	204414	FALSE	0.707	0.876	1	-1.887	1	0.0787	0.173	0.00000936	0.932	0.853	176.068	4	latin
67796	Paulina Rubio	Retro Baladas	Ni Una Sola Palabra	0	232066	FALSE	0.76	0.827	5	-4.015	0	0.029	0.046	0	0.109	0.633	130.321	4	latin
67797	Paulina Rubio	Halloween 2022 Pop Vol. 4	Me Quema	0	196540	FALSE	0.748	0.792	9	-3.817	1	0.118	0.0618	0	0.0797	0.686	92.049	4	latin
67798	Paulina Rubio	Halloween 2022 Pop Vol. 4	Sabor A Miel	0	212346	FALSE	0.575	0.507	3	-7.476	1	0.0275	0.419	0.0000227	0.103	0.238	144.081	4	latin
67799	Paulina Rubio	Halloween 2022 Pop Vol. 1	Ni Rosas Ni Juguetes	0	194866	FALSE	0.635	0.74	0	-6.762	1	0.0352	0.0201	0	0.365	0.639	96.022	4	latin
67800	DaniLeigh;Chris Brown	Easy (Remix)	Easy	73	186586	FALSE	0.799	0.301	7	-11.361	1	0.185	0.195	0	0.0816	0.511	100.026	4	latin
67801	Rauw Alejandro;Lyanno;Brray	LOKERA	LOKERA	91	195294	FALSE	0.834	0.828	11	-2.657	0	0.0452	0.21	0.00000591	0.103	0.58	102.019	4	latin
